Date,Temperature (Max),Temperature (Avg),Temperature (Min),Dew Point(Max),Dew Point(Avg),Dew Point(Min),Humidity(Max),Humidity(Avg),Humidity(Min),Wind Speed(Max),Wind Speed(Avg),Wind Speed(Min),Pressure(Max),Pressure(Avg),Pressure(Min),Precipitation(Total)
05-08-2024,26.1,24.7,23.3,23.3,22.2,21.1,35,30.3,27.8,6,2.9,1,27.9,27.9,27.9,39.116
06-08-2024,26.7,24.6,22.8,22.8,22.2,21.7,35,30,25.6,5,2.4,1,27.9,27.9,27.9,5.08
07-08-2024,27.2,24.7,23.3,22.8,21.9,21.7,33.3,29.4,22.8,3,2.4,1,27.9,27.9,27.9,0
08-08-2024,27.8,24.9,22.8,23.9,22.1,21.1,33.9,28.9,21.7,5,2,0,28,27.9,27.9,2.032
09-08-2024,26.7,24.1,23.3,23.3,22.1,21.1,35,31.6,26.1,5,1.6,0,30.9,28.3,27.8,4.064
10-08-2024,26.7,24.7,22.8,22.8,22.1,21.7,33.9,29.3,25,3,1.5,0,28,27.9,27.9,0.762
11-08-2024,27.8,24.6,22.8,23.3,21.8,20.6,33.9,29.3,21.7,3,2,1,27.9,27.9,27.9,0.508
12-08-2024,29.4,25.6,22.2,23.3,22,21.1,32.8,26.9,16.7,6,2,0,27.9,27.9,27.9,3.048
13-08-2024,31.1,26.3,22.2,22.8,21.8,21.1,35,25.6,14.4,2,1.1,0,27.9,27.9,27.9,0.762
14-08-2024,30.6,26.4,22.8,22.8,22.2,21.7,33.9,25.7,16.7,6,1.8,0,27.9,27.9,27.9,0
15-08-2024,30,26.3,22.8,22.8,21.9,21.7,33.9,25.6,16.1,5,2.4,0,27.9,27.9,27.8,0
16-08-2024,31.1,26.7,23.3,22.8,22.2,21.7,33.3,24.9,13.9,3,1.4,0,27.9,27.9,27.8,0
17-08-2024,31.7,26.6,23.9,24.4,22.9,21.7,36.7,27.7,14.4,2,0.5,0,27.9,27.9,27.8,0
18-08-2024,32.8,26.1,23.3,23.9,23.7,23.3,36.7,31.2,15,6,0.9,0,27.9,27.9,27.8,0
19-08-2024,31.7,25.6,22.8,24.4,23.4,22.8,37.8,31.8,16.7,3,0.6,0,27.9,27.9,27.8,38.1
20-08-2024,28.3,25.5,22.8,23.3,22.8,22.2,36.7,30.2,20.6,2,0.4,0,27.9,27.9,27.8,11.938
21-08-2024,30.6,26.1,23.3,25,23.8,22.8,36.7,31.1,18.9,1,0.3,0,27.9,27.9,27.8,0.508
22-08-2024,32.2,26.6,23.3,25,24.1,23.3,36.7,30.5,16.1,1,0.4,0,27.9,27.9,27.8,2.032
23-08-2024,28.9,25.4,23.3,23.9,23.3,22.2,36.7,31.3,21.1,3,0.8,0,27.9,27.9,27.8,7.112
24-08-2024,25,23.4,22.2,23.3,22,21.1,35.6,33.7,31.1,3,1.8,0,27.9,27.9,27.9,9.906
25-08-2024,25,23.4,22.8,22.8,22.2,21.7,35.6,33.7,31.1,6,2.7,0,27.9,27.9,27.8,34.036
26-08-2024,27.2,23.8,22.8,22.8,21.9,21.1,35,32.1,23.3,3,2,1,27.9,27.8,27.8,11.938
27-08-2024,25,23.6,22.2,22.8,22,21.7,35,32.6,28.9,3,2.1,1,27.9,27.9,27.8,14.986
28-08-2024,28.3,25.2,22.8,22.2,21.6,20.6,35,27.7,19.4,9,2.6,0,27.9,27.9,27.8,6.096
29-08-2024,28.9,25.1,22.8,22.2,21.7,21.1,35,27.9,17.2,6,1.8,0,27.9,27.9,27.8,1.016
30-08-2024,27.2,24.4,22.2,22.8,22.1,21.7,35.6,30.3,22.8,3,0.9,0,28,27.9,27.9,1.016
31-08-2024,28.9,25.5,22.2,22.8,21.8,21.1,35.6,26.8,18.3,5,2.6,1,28,27.9,27.9,6.096
01-09-2024,27.8,24.8,22.8,22.2,21.8,21.1,32.8,28.5,22.2,5,2.5,1,27.9,27.9,27.9,1.016
02-09-2024,26.1,24.1,22.8,23.9,22.4,21.7,35,32.1,28.9,5,2.5,2,27.9,27.9,27.8,2.032
03-09-2024,27.2,24.9,23.3,22.8,22.2,21.7,32.8,28.3,22.8,7,2.9,0,28,27.9,27.8,1.016
04-09-2024,28.9,25.2,22.8,22.8,22,21.7,37.8,28.8,18.3,9,3.9,1,28,27.9,27.9,0
05-09-2024,28.3,24.9,22.2,23.3,22.4,21.1,37.8,30.1,21.7,5,2,0,27.9,27.9,27.8,6.096
06-09-2024,27.8,24.5,22.8,22.8,22,21.7,35,30.3,20.6,6,2.3,0,28,27.9,27.9,6.096
07-09-2024,27.8,24.8,22.8,22.2,21.7,21.1,32.8,28.1,20.6,7,2.8,0,28,27.9,27.9,0.508
08-09-2024,28.3,24.9,22.2,23.3,21.9,21.1,35,28.9,18.3,5,2.1,0,28,27.9,27.9,0.508
09-09-2024,29.4,25.1,22.2,23.3,21.9,21.1,33.9,28.6,18.3,5,1.4,0,27.9,27.9,27.8,2.032
10-09-2024,28.3,24.3,22.2,23.9,21.9,21.1,35,30.6,20,2,1,0,27.9,27.8,27.8,0.508
11-09-2024,28.9,24.4,22.2,22.2,21.7,21.1,36.7,29.3,18.3,5,2.1,0,27.9,27.9,27.8,2.032
12-09-2024,27.8,24.2,20,21.1,20.3,19.4,36.7,26.6,17.8,7,3.5,0,28,27.9,27.9,0.254
13-09-2024,28.3,24.4,21.1,21.1,20.2,19.4,33.9,26.1,17.2,5,1.9,0,28,27.9,27.9,0.254
14-09-2024,29.4,24.3,20,20.6,19.7,18.9,35.6,25.3,11.7,7,2.4,0,28,27.9,27.9,0
15-09-2024,25.6,23.4,20.6,20.6,20.2,19.4,33.9,27.8,22.2,6,2.1,0,28,27.9,27.9,0
16-09-2024,29.4,24.7,19.4,21.1,19.9,17.8,35.6,24.3,8.9,2,1.3,0,28,28,27.9,0
17-09-2024,29.4,24.8,20.6,20.6,18.9,17.2,33.9,22.4,8.9,6,2.5,0,28,27.9,27.9,0
18-09-2024,30.6,19.9,-17.8,20.6,19.6,18.3,33.9,17.5,-17.8,6,2.5,0,27.9,27.9,27.8,0
19-09-2024,31.7,25.8,22.2,21.1,20.2,18.9,32.8,22.7,10,5,2.3,0,28,27.9,27.9,0
20-09-2024,31.7,26.7,23.3,26.1,21.6,20,30,16.9,-17.8,3,1.4,0,28,27.9,27.9,0
21-09-2024,28.9,26,23.3,22.2,21.3,20.6,32.2,24.6,16.1,5,2.4,1,28,27.9,27.9,0
22-09-2024,29.4,25.8,22.2,22.8,21.8,20.6,36.7,26.6,15.6,6,1.8,0,28,27.9,27.9,0.508
23-09-2024,29.4,26,23.3,24.4,23.8,22.8,37.8,31.4,22.2,3,0.6,0,27.9,27.9,27.8,17.018
24-09-2024,29.4,24.7,23.3,23.9,23.4,22.8,36.7,33.6,20,3,0.8,0,27.9,27.8,27.8,5.08
25-09-2024,28.9,24.9,22.8,23.9,23.1,22.2,37.8,32.4,22.2,2,0.8,0,27.9,27.8,27.8,20.066
26-09-2024,27.2,24.1,23.3,23.3,22.7,22.2,36.7,33.7,25,5,1.7,0,27.8,27.8,27.8,133.096
27-09-2024,26.1,24.5,22.8,22.8,22.4,21.7,35.6,31.4,25,5,2.4,0,27.9,27.9,27.8,6.096
28-09-2024,27.2,24.5,22.2,23.3,22.1,21.7,35.6,30.3,22.8,7,2.8,0,28,27.9,27.9,4.064
29-09-2024,30,25.7,22.2,22.8,22.1,21.1,35,27.4,17.8,3,1,0,28,28,27.9,2.032
30-09-2024,32.2,26.8,21.7,23.3,22.2,20.6,35,25.2,12.8,4,1.1,0,28.1,28,27.9,0
01-10-2024,32.8,27.7,22.8,23.9,23.6,22.8,36.7,26.4,15.6,2,0.5,0,28,27.9,27.9,0
02-10-2024,32.8,26.9,23.9,24.4,23.3,22.2,35,27.7,14.4,5,1.4,0,28,28,27.9,0
03-10-2024,31.1,26.6,23.3,23.9,22.8,22.2,35,26.8,15.6,5,2.4,0,28,28,27.9,2.032
04-10-2024,31.7,26,22.2,22.2,21.7,20.6,35,25.8,10.6,6,1.8,0,28,28,27.9,0
05-10-2024,32.2,26.6,21.1,22.8,20.6,18.3,35.6,22.4,7.2,2,0.9,0,28,28,27.9,0
06-10-2024,31.7,27.1,23.3,22.8,21.8,20.6,33.3,23.7,13.9,3,1.2,0,28,28,27.9,0
07-10-2024,32.2,27,22.2,22.2,20.8,18.3,32.8,21.6,6.7,3,1,0,28.1,28,27.9,0
08-10-2024,31.1,26.3,22.2,22.8,21.3,19.4,32.8,24.4,9.4,3,0.5,0,28.1,28,27.9,0
09-10-2024,30,25.5,22.2,23.3,21.9,21.1,35.6,27.8,15,2,0.6,0,28,28,27.9,0
10-10-2024,30,26.3,21.7,22.8,21.7,20.6,35.6,25,14.4,6,2.1,0,28,27.9,27.9,2.032
11-10-2024,30.6,25.6,22.2,22.2,21.4,20.6,36.7,26.6,12.8,6,2.4,0,28,27.9,27.9,0
12-10-2024,30.6,26.3,23.3,23.9,22.8,21.1,36.7,28.1,13.9,3,1,0,28,27.9,27.9,23.114
13-10-2024,31.7,26.6,22.8,23.3,22.4,21.1,36.7,25.8,12.8,6,1.6,0,28,28,27.9,0
14-10-2024,32.8,27,22.2,22.8,21.9,21.1,34.4,24.2,11.1,5,1.4,0,28,28,27.9,0
15-10-2024,31.7,26.4,22.8,23.9,22.5,21.7,36.7,26.4,13.9,1,0.3,0,28,28,27.9,0
16-10-2024,30.6,26.6,22.8,23.3,23,22.2,36.7,27.8,16.1,2,0.4,0,28,28,27.9,5.08
17-10-2024,31.7,26.4,23.3,24.4,23.4,22.2,36.7,29.1,15.6,6,1.5,0,28,27.9,27.9,2.032
18-10-2024,31.1,27,23.9,23.9,22.9,21.1,36.7,26.4,15,6,1.5,0,28,28,27.9,0.254
19-10-2024,32.8,26.3,23.3,23.3,22.8,21.1,36.7,28.5,10,2,0.9,0,28,28,27.9,0
20-10-2024,30.6,25.5,22.8,23.3,22.4,21.1,33.9,28.6,16.7,3,1.1,0,28.1,28,28,20.066
21-10-2024,30.6,25.1,22.2,22.8,16.4,-21.7,33.9,24.4,-16.1,3,1,0,28.1,28,28,1.016
22-10-2024,32.2,26.6,22.2,23.3,21.9,20.6,36.7,25.6,10,2,0.8,0,28.1,28,28,0
23-10-2024,32.2,26,21.7,23.3,22.4,21.1,36.7,27.8,12.2,2,0.4,0,28.1,28,27.9,6.096
24-10-2024,32.2,25.3,21.1,21.7,20.2,16.7,35.6,24.5,4.4,1,0.3,0,28.1,28,28,0
25-10-2024,31.7,24.3,18.3,21.1,17.3,13.3,35.6,21.1,0.6,1,0.1,0,28.1,28,28,0
26-10-2024,32.2,24.1,17.8,21.1,18.1,15.6,36.7,22.7,2.8,2,0.4,0,28.1,28,27.9,0
27-10-2024,33.3,24.9,18.9,20,17.8,13.9,34.4,20.8,0.6,1,0.4,0,28.1,28,27.9,0
28-10-2024,33.3,25.6,19.4,22.2,18.3,11.1,35.6,21.3,-3.3,1,0.3,0,28,27.9,27.9,0
29-10-2024,32.8,26.2,20.6,22.2,20.2,15,35.6,23.1,1.1,2,0.5,0,28,28,27.9,0
30-10-2024,32.2,26,20.6,22.2,20.5,17.2,35.6,23.7,5,3,0.5,0,28,28,28,0
31-10-2024,32.2,27.1,22.2,22.8,21.2,19.4,35,22,8.3,2,0.4,0,28.1,28,28,0
01-11-2024,32.2,26.3,21.7,21.7,21,19.4,35,23.6,8.9,2,0.4,0,28.1,28.1,28,0
02-11-2024,32.2,24.9,18.9,20.6,18.6,15,36.7,22.4,1.7,5,0.9,0,28.1,28.1,28,0
03-11-2024,32.2,24.2,18.3,19.4,18.1,16.1,36.7,22.7,3.3,7,1,0,28.1,28.1,28,0
04-11-2024,31.1,24.2,18.3,19.4,18.2,16.7,34.4,22.4,5,3,0.8,0,28.1,24.5,0,0
05-11-2024,31.1,23.8,18.3,20,16.9,13.3,34.4,20.8,1.1,3,0.6,0,28.1,28.1,28,0
06-11-2024,31.7,23.3,17.2,18.3,16.4,13.9,35.6,20.6,1.1,2,0.4,0,28.1,28.1,28,0
07-11-2024,31.1,22.9,16.7,17.2,15.8,13.3,34.4,20.6,0.6,3,0.5,0,28.1,28.1,28,0
08-11-2024,30.6,23.1,16.7,17.8,15.6,12.8,35.6,19.7,0.6,5,0.8,0,28.1,28.1,28,0
09-11-2024,30.6,22.7,16.7,18.9,15.8,12.8,35,21.1,0.6,2,0.4,0,28.1,28.1,28,0
10-11-2024,29.4,22.3,16.7,18.3,16.2,13.3,34.4,22.4,3.3,2,0.5,0,28.1,28.1,28,0
11-11-2024,29.4,22.3,16.7,17.8,14.9,12.8,35.6,19.7,2.2,7,1.3,0,28.1,28.1,28,0
12-11-2024,29.4,21.9,16.1,16.7,14.3,11.7,33.3,18.9,2.8,10,1.4,0,28.1,28,28,0
13-11-2024,30.6,22,15.6,17.2,15.5,14.4,34.4,21.4,2.8,7,1.6,0,28.1,28,28,0
14-11-2024,30.6,23.8,15.6,20.6,18.6,14.4,34.4,23.6,10.6,5,1,0,28.1,28.1,28,0
15-11-2024,29.4,25.1,20.6,21.1,19.9,18.3,31.7,23.7,12.8,2,0.4,0,28.1,28.1,28,0
16-11-2024,30.6,24.9,21.1,21.1,18.9,15,33.9,22.3,5,3,0.9,0,28.1,28,28,0
17-11-2024,30.6,23.3,16.7,18.3,16.4,13.9,30.6,20.2,4.4,6,1.1,0,28.1,28,28,0
18-11-2024,29.4,21.4,15,15.6,13.1,11.1,34.4,17.8,0.6,5,1.1,0,28.1,28.1,28,0
19-11-2024,28.9,20.6,13.9,14.4,13.3,12.2,33.9,19.4,2.2,2,0.5,0,28.1,28.1,28,0
20-11-2024,28.3,20.2,13.3,15,13.3,11.1,35.6,20.8,1.1,5,0.9,0,28.1,28.1,28,0
21-11-2024,28.3,15.6,-17.8,15.6,13.8,11.7,34.4,16.2,-17.8,108,14,0,28.2,28.1,28,0
22-11-2024,28.9,20.2,13.3,16.1,14.1,12.2,36.1,22.2,1.7,3,0.4,0,28.1,28,28,0
23-11-2024,28.9,20.3,13.9,16.7,14.3,12.2,35.6,22.4,1.7,2,0.3,0,28.1,28.1,28,0
24-11-2024,28.3,20.3,13.9,16.7,14.2,11.1,35.6,22.1,3.9,2,0.3,0,28.1,28.1,28,0
25-11-2024,27.8,19.2,12.8,14.4,11.7,10,35.6,19.9,1.7,6,1.5,0,28.1,28.1,28,0
26-11-2024,27.2,18.6,11.7,13.3,10.6,6.1,33.9,18.6,-3.3,6,1.4,0,28.1,28.1,28,0
27-11-2024,27.8,18.5,11.7,11.7,10.3,8.9,35,18,-0.6,5,0.9,0,28.1,28,28,0
28-11-2024,27.8,18.4,10.6,11.7,8.9,6.1,33.9,16.2,-2.2,9,2.1,0,28.1,28,28,0
29-11-2024,26.7,17.8,10.6,12.2,9.4,6.1,33.9,17.7,-2.2,5,1,0,28.1,28,28,0
30-11-2024,28.3,19.5,10.6,15,12,10,35,19.3,0.6,5,0.9,0,28.1,28,27.9,0
01-12-2024,27.8,21.3,13.9,18.3,16.1,13.3,35.6,23.5,9.4,3,0.5,0,28,27.9,27.9,0
02-12-2024,27.8,24.2,18.3,20.6,19.1,17.8,34.4,22.8,14.4,5,1.6,0,28,28,27.9,0
03-12-2024,29.4,25.7,22.8,21.1,20.5,18.9,29.4,22.9,14.4,5,1.3,0,28,28,27.9,0
04-12-2024,29.4,24.9,20.6,21.7,20.8,20,35.6,26.6,13.9,5,1.6,0,28.1,28,28,0.508
05-12-2024,31.7,25.6,20.6,21.1,20.2,18.9,35.6,23.2,7.8,2,0.4,0,28.1,28,28,0
06-12-2024,32.2,25.8,20.6,21.7,20.4,18.9,36.7,23.3,7.8,2,0.3,0,28.1,28,27.9,0
07-12-2024,32.8,25.1,19.4,20,17.7,15,33.9,19.7,1.7,2,0.5,0,28.1,28,28,0
08-12-2024,31.7,22.7,15,17.8,14.6,12.8,35.6,18.7,2.2,6,1.3,0,28.1,28,28,0
09-12-2024,28.9,20.5,12.8,14.4,11.6,9.4,36.1,16.4,-1.1,2,0.4,0,28.1,28,28,0
10-12-2024,28.3,20.3,13.3,16.1,13.1,8.9,31.1,19.7,1.7,5,1,0,28.1,28.1,28,0
11-12-2024,28.9,20.9,14.4,15.6,14.5,12.8,33.3,21.7,6.1,6,1.1,0,28.1,28.1,28,0
12-12-2024,29.4,20.9,14.4,17.2,14.3,12.8,36.7,21.4,2.2,2,0.4,0,28.1,28,28,0
13-12-2024,27.8,19.4,12.8,14.4,11.8,10.6,34.4,19.8,1.1,5,1.5,0,28.1,28.1,28,0
14-12-2024,27.2,18.6,11.7,12.8,10.6,9.4,30,17.9,2.2,6,1.4,0,28.2,28.1,28,0
15-12-2024,29.4,18.4,10.6,11.1,9.4,7.8,32.8,17.1,-3.3,3,0.6,0,28.2,28.1,28.1,0
16-12-2024,28.9,18.3,9.4,10.6,7.8,1.1,35,15.2,-8.3,5,1.3,0,28.1,28.1,28,0
17-12-2024,29.4,18,8.9,11.1,9.4,6.7,36.1,18.9,-4.4,6,1,0,28.1,28.1,28,0
18-12-2024,28.3,18.1,10,12.2,9.9,4.4,36.1,19.2,-5.6,3,0.8,0,28.1,28,28,0
19-12-2024,31.7,19.7,10,13.9,12,10,36.1,20.1,-1.1,1,0.1,0,28.1,28,27.9,0
20-12-2024,30,21.4,13.3,17.2,14.3,12.2,34.4,20.6,1.1,3,0.8,0,28.1,28,27.9,0
21-12-2024,29.4,23,17.2,17.8,16.2,14.4,35.6,20.9,4.4,6,1.7,0,28.1,28,27.9,0
22-12-2024,29.4,21.9,16.7,18.3,17.1,15.6,34.4,24.3,7.2,3,1.3,0,28.1,28,27.9,0
23-12-2024,26.7,21.3,17.8,17.2,16.7,16.1,34.4,24.6,12.2,5,1.4,0,28.1,28,28,0
24-12-2024,27.8,22,17.2,18.3,17.4,16.7,34.4,24.7,11.7,3,0.9,0,28.1,28,28,0
25-12-2024,28.3,22.8,17.8,18.3,17.4,16.7,34.4,23.3,9.4,3,0.8,0,28.1,28.1,28,0
26-12-2024,27.8,22.4,17.8,19.4,18.4,17.2,34.4,26.3,15.6,3,0.9,0,28.2,28.1,28.1,0
27-12-2024,27.8,22.6,17.2,20,18.5,16.7,35,26.4,13.9,3,0.5,0,28.2,28.1,28.1,0
28-12-2024,30.6,23.5,17.8,20.6,19.1,17.8,36.7,26.7,8.3,5,0.9,0,28.2,28.1,28,0
29-12-2024,29.4,23.8,18.9,20,18.7,17.2,35.6,23.5,10,2,0.4,0,28.2,28.1,28.1,6.096
30-12-2024,30,22.6,17.2,19.4,16.7,13.9,35.6,23.1,2.8,2,0.3,0,28.2,28.1,28.1,0
31-12-2024,31.1,23.1,16.7,17.2,16.1,14.4,35.6,20.6,2.2,5,1.3,0,28.2,28.1,28.1,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
